Region	Tilhørighet2EnhetID	Tilhørighet2	TilhørighetEnhetID	Tilhørighet	EnhetID	Enhetsnavn	Enhetskorttype	Enhetstype (Utledet)	Antall G/K - plasser	Antall budsjetterte plasser	Hjemler	Nedlagt Dato	Eierskapenhet	Lokasjonskode	ePhorte Adm Id	Fylke	Kommune	Adresse	Postnummer	Poststed	Telefon	Nettside	EPost	Orgnr
Øst	1365	Stendi AS	28086	Stendi Område Øst	38957	Alexander Kiellands gate	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AKERSHUS	LILLESTRØM	Alexander Kiellands gate 10 B	2000	LILLESTRØM				918577335
Øst			1210	UNIPED Admin	39197	Omsorg 2	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, kommersiell			ØSTFOLD	SARPSBORG	Glomveien 1	1710	SARPSBORG				997398890
Øst	27879	Aberia Ung AS	52063	Aberia Ung - Østfold	39261	Grindvold	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ØSTFOLD	MOSS	Mor Åses vei 15	1535	MOSS				984331584
Øst			1210	UNIPED Admin	39263	Omsorg 1	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, kommersiell			ØSTFOLD	SARPSBORG	Glomveien 1	1710	SARPSBORG				997398890
Sør			31011	Den Skreddersydde Enhet AS	39408	Birkeland (Urdalsveien)	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AGDER	BIRKENES	Urdalsveien 38	4760	BIRKELAND				913743059
Sør	1365	Stendi AS	28085	Stendi Område Sør og Vest	39542	Støa	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AGDER	LINDESNES	Brelandsveien 639	4534	MARNARDAL				914417988
Vest	48647	Human Care Ung AS	28091	Humana Barnevern Sandnes	40737	Rossåsen	Avdeling	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			ROGALAND	SANDNES	Rossåskroken 9	4332	FIGGJO				919204435
Sør			38250	Cura Kompetanse AS	40877	Skogfaret	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 5-5 Flytting / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	PORSGRUNN	Skogfaret 26	3946	PORSGRUNN				916366779
Øst	1365	Stendi AS	28086	Stendi Område Øst	40945	Nordstrand	Avdeling	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			OSLO	OSLO	Nordstrandsveien 49d	1163	OSLO				985194653
Øst			37941	Stiftelsen KIrkens Bymisjon Oslo	40961	Nordstrand	Barnevernsinstitusjon	Barnevernsinstitusjon	0	0			Privat, ideell			OSLO	OSLO	Lindbãckveien 53 D	1163	OSLO				
Nord	1365	Stendi AS	24701	Stendi Område Nord, Midt og Innlandet	41206	Lillevannet Bofellesskap	Avdeling	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			FINNMARK	ALTA	Mathisdalen 299	9518	ALTA				
Øst	1365	Stendi AS	28086	Stendi Område Øst	41275	Solberg	Avdeling	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AKERSHUS	BÆRUM	Solbergveien 5	1354	BÆRUMS VERK				
Sør	1365	Stendi AS	28085	Stendi Område Sør og Vest	41402	Holum	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 4-1 Hjelpetiltak akutt		Privat, kommersiell			AGDER	LINDESNES	Daleveien 952	4519	HOLUM				916647263
Øst	1365	Stendi AS	28086	Stendi Område Øst	41448	Frysja	Avdeling	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			OSLO	OSLO	Kjelsåsveien 176 A	0884	OSLO				
Sør			50690	Fjellstø	41565	Stølsvegen	Barnevernsinstitusjon	Barnevernsinstitusjon	6	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			BUSKERUD	HOL	Stølsvegen 46	3580	GEILO				917525439
Sør	30529	Haraldsplass Serio Ung	51335	Haraldsplass Serio Ung Region Agder og Rogaland	41697	Mjåvann	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, ideell			AGDER	KRISTIANSAND	Høglivegen 3	4628	KRISTIANSAND S				930656402
Øst	1365	Stendi AS	28086	Stendi Område Øst	41711	Ertevann	Avdeling	Barnevernsinstitusjon	2	0	/ § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			ØSTFOLD	RAKKESTAD	Ertevannsveien 1098	1890	RAKKESTAD				
Sør	48647	Human Care Ung AS	25133	Humana Barnevern Kristiansand	41818	Hortemo	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-1 Hjelpetiltak akutt		Privat, kommersiell			AGDER	KRISTIANSAND	Songdalsveien 252	4645	NODELAND				997348567
Øst	27825	Frelsesarmeens seksjon for oppvekst	1326	Frelsesarmeen institusjon Øst	42075	Frelsesarmeen øst, avd. Cathrine	Avdeling	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, ideell			AKERSHUS	LILLESTRØM	Sørumterassen 45B	2007	KJELLER				930704741
Øst	27879	Aberia Ung AS	52063	Aberia Ung - Østfold	42226	Trosvik	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ØSTFOLD	FREDRIKSTAD	Mølleveien 3	1613	FREDRIKSTAD				984331584
Øst	27825	Frelsesarmeens seksjon for oppvekst	1326	Frelsesarmeen institusjon Øst	42703	Lillebo	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, ideell			AKERSHUS	LILLESTRØM	Løkendalen 2	2019	SKEDSMOKORSET				973112147
Øst	27879	Aberia Ung AS	52063	Aberia Ung - Østfold	27880	Randem	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, kommersiell			AKERSHUS	VESTBY	Nordlysveien 50	1540	VESTBY				984331584
Øst	27879	Aberia Ung AS	52063	Aberia Ung - Østfold	27954	Berg	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-1 Hjelpetiltak akutt / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-2 Akutt, uten samtykke		Privat, kommersiell			AKERSHUS	VESTBY	Erikstadveien 481	1540	VESTBY				984331584
Midt	27825	Frelsesarmeens seksjon for oppvekst	28246	Frelsesarmeen institusjon, enhet Midt	28247	Bjørkhagen	Avdeling	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, ideell			TRØNDELAG	TRONDHEIM	Rønningsbakken 20	7045	TRONDHEIM			hilde.anhanger@frelsesarmeen.no	930628352
Sør	1365	Stendi AS	28085	Stendi Område Sør og Vest	28566	Raskenlund Bofellesskap 	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			TELEMARK	PORSGRUNN	Tverrvegen 6	3928	PORSGRUNN				914443245
Sør			1274	Næromsorg Sør AS	28819	Skinnarsmoen 	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AGDER	KRISTIANSAND	Skinnarsmoen 12	4645	NODELAND				917751919
Øst	1365	Stendi AS	28086	Stendi Område Øst	29051	Solsiden	Avdeling	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AKERSHUS	BÆRUM	Solbergveien 5	1354	BÆRUMS VERK				
Sør	48647	Human Care Ung AS	25133	Humana Barnevern Kristiansand	29059	Vennesla	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke		Privat, kommersiell			AGDER	VENNESLA	Ludefladen 34	4700	VENNESLA				915570623
Øst	27825	Frelsesarmeens seksjon for oppvekst	1326	Frelsesarmeen institusjon Øst	29081	Solsvingen	Avdeling	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, ideell			AKERSHUS	VESTBY	Molvikveien 32	1550	HØLEN				930628492
Øst	27825	Frelsesarmeens seksjon for oppvekst	1326	Frelsesarmeen institusjon Øst	29082	Solheim	Avdeling	Barnevernsinstitusjon	4	0	/ § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Privat, ideell			AKERSHUS	FROGN	Haverløkka 2	1440	DRØBAK				930628565
Øst			1324	Fossumkollektivet	29198	Fossum ung 2	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			ØSTFOLD	INDRE ØSTFOLD	Kulaveien 62-64	1804	SPYDEBERG	69833100			928546047
Midt	27825	Frelsesarmeens seksjon for oppvekst	28246	Frelsesarmeen institusjon, enhet Midt	29213	Hegglia	Avdeling	Barnevernsinstitusjon	6	0	/ § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke / § 3-2 Hjelpetiltak omsorg		Privat, ideell			TRØNDELAG	TRONDHEIM	Øystein Møylas vei 20 	7031	TRONDHEIM			hilde.anhanger@frelsesarmeen.no	873112212
Vest	1365	Stendi AS	28085	Stendi Område Sør og Vest	29235	Fjellsenden	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ROGALAND	STAVANGER	Fjellsenden 6	4026	STAVANGER				916115075
Vest	41139	CRUX helse og oppvekst	1340	CRUX oppvekst - institusjon Haugalandet	29271	Karmsund	Barnevernsinstitusjon	Barnevernsinstitusjon	5	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, ideell			ROGALAND	HAUGESUND	Skudnesgata 10	5529	HAUGESUND				993608025
Øst	1365	Stendi AS	28086	Stendi Område Øst	29412	Ribston bofellesskap - hus 1	Avdeling	Barnevernsinstitusjon	0	0			Privat, kommersiell			OSLO	OSLO	Ris skolevei 3B	0373	OSLO				
Midt			726	Kollen ungdomsbase	1767	Hus 131	Avdeling	Barnevernsinstitusjon	4	4	/ § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Statlig			MØRE OG ROMSDAL	VESTNES	Myrakollen 16	6390	VESTNES	46617420			
Midt			726	Kollen ungdomsbase	1788	Hus 132	Avdeling	Barnevernsinstitusjon	4	3	/ § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Statlig			MØRE OG ROMSDAL	VESTNES	Myrakollen 16	6390	VESTNES	46617420			
Midt			787	Husafjellheimen ungdomsheim	1791	Ungdomsheimen	Avdeling	Barnevernsinstitusjon	6	6	/ § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Statlig			MØRE OG ROMSDAL	ÅLESUND	Husafjellet 6	6009	ÅLESUND	46617340		husafjellheimen@bufetat.no	974577143
Vest	27879	Aberia Ung AS	52061	Aberia Ung - Bergen	42967	Olsvik Nord	Avdeling	Barnevernsinstitusjon	6	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke		Privat, kommersiell			VESTLAND	BERGEN	Olsvikskjenet 63	5184	OLSVIK				984331584
Øst	27825	Frelsesarmeens seksjon for oppvekst	48637	Frelsesarmeen institusjon Othilie	43023	Othilie	Barnevernsinstitusjon	Barnevernsinstitusjon	5	0	/ § 5-1 Omsorgsovertakelse / § 4-1 Hjelpetiltak akutt / § 4-2 Midlertidig vedtak om skjult adresse / § 3-2 Hjelpetiltak omsorg		Privat, ideell			OSLO	OSLO	Kapellveien 59	0487	OSLO				918997466
Nord	1365	Stendi AS	24701	Stendi Område Nord, Midt og Innlandet	43102	Rissjøveien Bofellesskap	Avdeling	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			NORDLAND	BØ	Rissjøveien 4	8475	STRAUMSJØEN				
Øst	27879	Aberia Ung AS	52063	Aberia Ung - Østfold	43128	Evjestien	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			ØSTFOLD	FREDRIKSTAD	Evjestien 16	1663	ROLVSØY				984331584
Vest	1365	Stendi AS	28085	Stendi Område Sør og Vest	43319	Sola	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ROGALAND	SOLA	Sola Prestegårdsvei 100	4050	SOLA				921021585
Øst					43466	Villa Krogh akuttinstitusjon for barn	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Kommunal			OSLO	OSLO	Øvre Langåsvei 11	0880	OSLO				
Vest	41139	CRUX helse og oppvekst	1340	CRUX oppvekst - institusjon Haugalandet	43549	Syrinveien	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, ideell			ROGALAND	HAUGESUND	Syrinvegen 14	5535	HAUGESUND				993680041
Nord	1365	Stendi AS	24701	Stendi Område Nord, Midt og Innlandet	43557	Risvika Bofellesskap	Avdeling	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TROMS	TROMSØ	Kvaløyvågvegen 750	9100	KVALØYSLETTA				
Vest	1365	Stendi AS	28085	Stendi Område Sør og Vest	43617	Skålvik	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			VESTLAND	ØYGARDEN	Vestsidevegen 131	5357	FJELL				921245416
Øst			37941	Stiftelsen KIrkens Bymisjon Oslo	43757	Stiftelsen Kirkens Bymisjon, Avdeling Skovheimhuset	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, ideell			OSLO	OSLO	Lindbäckveien 51 A	1163	OSLO	45 97 24 88			986353747
Sør			38250	Cura Kompetanse AS	44054	Hoffmannsgate	Barnevernsinstitusjon	Barnevernsinstitusjon	5	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 5-5 Flytting		Privat, kommersiell			TELEMARK	PORSGRUNN	Hoffmannsgate 5	3950	BREVIK				916366779
Øst			1345	Brusetkollen Barnevernsenter	44071	Signe 	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke		Privat, ideell			AKERSHUS	ASKER	Jacob Neumannsvei 48	1384	ASKER				992766425
Øst			1405	Rena Ungdoms- og Familiesenter	44086	Haralosen 2	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			INNLANDET	ÅMOT	Haralosen 2	2450	RENA				
Vest	30529	Haraldsplass Serio Ung	1349	Haraldsplass Serio Ung Region Vestland	44138	Breidablikk	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, ideell			VESTLAND	ASKØY	Breidablikk 2	5310	HAUGLANDSHELLA				921895380
Øst	1365	Stendi AS	28086	Stendi Område Øst	44268	Avdeling Ravn	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AKERSHUS	LILLESTRØM	Sørumsgata 39	2000	LILLESTRØM				921975821
Sør	27879	Aberia Ung AS	52059	Aberia Ung Sør - Vestfold og Telemark	44682	Sannidal	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	KRAGERØ	Krokenveien 59	3766	SANNIDAL				923414258
Øst	1365	Stendi AS	28086	Stendi Område Øst	44706	Monolittveien	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke		Privat, kommersiell			OSLO	OSLO	Monolittveien 45	0375	OSLO				
Øst	27879	Aberia Ung AS	52063	Aberia Ung - Østfold	44781	Klavestadhaugen	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ØSTFOLD	SARPSBORG	Nedre Langgate 74	1743	KLAVESTADHAUGEN				984331584
Sør	30529	Haraldsplass Serio Ung	51335	Haraldsplass Serio Ung Region Agder og Rogaland	45020	Langenes	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			AGDER	KRISTIANSAND	Langenesveien 129/131	4640	SØGNE				930656364
Øst	1365	Stendi AS	28086	Stendi Område Øst	45060	Sæter ved Munkerud bofellesskap	Avdeling	Barnevernsinstitusjon	10	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke		Privat, kommersiell			OSLO	OSLO	Nordstrandveien 49A	1163	OSLO				
Øst	1365	Stendi AS	28086	Stendi Område Øst	45161	Avdeling Ørneveien	Avdeling	Omsorgssenter	8	0	/ § 11-1 Opphold på omsorgssenter		Privat, kommersiell			ØSTFOLD	RÅDE	Ørneveien 13	1640	RÅDE				985194653
Nord	1365	Stendi AS	24701	Stendi Område Nord, Midt og Innlandet	45257	Bakkeveien Bofellesskap	Avdeling	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			FINNMARK	ALTA	Vannveien 5	9518	ALTA				
Midt			1343	Crux stiftelsen Rostad	45285	Trøa	Avdeling	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 5-1 Omsorgsovertakelse		Privat, ideell			TRØNDELAG	INDERØY	Rostadvegen 300	7670	INDERØY			r.breivikas@stiftelsencrux.no	876771802
Øst	41139	CRUX helse og oppvekst	1338	CRUX oppvekst - institusjon Bergen	45437	Blylaget	Avdeling	Barnevernsinstitusjon	4	0	/ § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Privat, ideell			AKERSHUS	NESODDEN	Blylagveien 90	1459	NESODDEN				922173389
Øst	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	45591	Symra	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			ØSTFOLD	RAKKESTAD	Osveien 876	1894	RAKKESTAD				925036226
Øst			46153	Ideell Omsorg AS	46155	Gullbekken	Avdeling	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AKERSHUS	NES	Gullbekken 68	2164	SKOGBYGDA				
Nord	48647	Human Care Ung AS	46154	Humana Barnevern Harstad	46156	Olderveien	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TROMS	HARSTAD	Olderveien 4	9408	HARSTAD				926071939
Sør	48647	Human Care Ung AS	1375	Humana Barnevern Arendal	46331	Husefjell	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 4-1 Hjelpetiltak akutt / § 5-1 Omsorgsovertakelse		Privat, kommersiell			AGDER	ARENDAL	Husefjellveien 7	4810	EYDEHAVN				924930675
